,OFFENSE_CODE_GROUP,SHOOTING,MONTH,DAY_OF_WEEK,HOUR,Population density (per square mile of land area),BLDG_VAL,LAND_VAL,light_density,Lat,Long,latbin,longbin,light_count,graffiti_count
14980,3,0,11,5,14,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.28781305,-71.06794132,16.0,33.0,0.0,1.0
14981,4,0,11,5,0,15744.4,10385.58753470393,109.6077526723893,0.644977502734262,42.33194724,-71.03177171,29.0,44.0,0.0,4.0
14982,0,0,11,1,23,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.29919694,-71.06046974,19.0,35.0,0.0,33.0
14983,0,0,11,1,7,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.27360053,-71.11897042,12.0,18.0,17.0,12.0
14984,4,0,11,1,19,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.27616192,-71.06113062,13.0,35.0,0.0,1.0
14985,0,0,11,0,17,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.34695268,-71.05112684,33.0,38.0,0.0,5.0
14986,3,0,11,1,7,16236.4,1135.6418127681031,46.78040780488331,0.5745571799349198,42.34617617,-71.15448684,33.0,7.0,38.0,2.0
14987,0,0,11,1,12,16212.0,2250.588502644263,63.55478322074623,0.5828930747285929,42.34888872,-71.1335453,34.0,13.0,1.0,174.0
14988,0,0,11,1,11,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.31369016,-71.07696741,24.0,30.0,44.0,7.0
14989,3,0,11,1,12,24456.0,3738.859653588504,105.3781639862096,0.7830845452224167,42.31949837,-71.10545221,25.0,22.0,110.0,42.0
14990,3,0,11,3,0,6206.9,455.6444470104271,21.07350673403725,0.43784853067139023,42.24835129,-71.11254914,4.0,20.0,0.0,0.0
14991,0,0,10,0,9,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.32042206,-71.09360887,26.0,25.0,56.0,1.0
14992,0,0,11,1,11,40159.2,8464.86398278871,333.3614354790615,0.7146064531602528,42.33551534,-71.10083207,30.0,23.0,286.0,199.0
14993,3,0,11,1,10,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.37784577,-71.03303551,43.0,43.0,0.0,74.0
14994,3,0,9,4,11,11553.7,121.16977811799609,34.318378613012825,0.5486102081019837,42.29706179,-71.05528404,19.0,37.0,0.0,7.0
