,0,1
0,42.382145,-71.013938
1,42.384711746628,-71.0162968560308
2,42.3847323851422,-71.0163742844786
3,42.3848291,-71.0164060943686
4,42.3847943006849,-71.0166065698222
5,42.3848149391991,-71.0166839982701
6,42.3849188,-71.0168704012818
7,42.3849181317702,-71.0170711405094
8,42.38499015,-71.0171191413484
9,42.3849594087987,-71.0172259974052
10,42.3849800473129,-71.017303425853
11,42.3850727,-71.01743225
12,42.3851094,-71.01759695
13,42.38513235,-71.0176997911136
14,42.38515535,-71.01780315
15,42.38522465,-71.0179899719148
16,42.3851850372818,-71.0182429001279
17,42.3853002,-71.0183756
18,42.385219174813,-71.0183994858239
19,42.38535555,-71.0186094087557
20,42.38535215,-71.0187260086614
21,42.3853653,-71.018815317256
22,42.3853747,-71.0189096281902
23,42.38542655,-71.018982213096
24,42.385457,-71.0191660720464
25,42.38548765,-71.0192566216753
26,42.38577625,-71.0189604755636
27,42.3850251,-71.0146875
28,42.38573805,-71.018479039047
29,42.3856545,-71.0183119
30,42.38560585,-71.0180687
31,42.38560585,-71.0180687
32,42.38555425,-71.01782412014
33,42.3854239151887,-71.0169364904061
34,42.3853503316442,-71.0166135604642
35,42.3853503316442,-71.0166135604642
36,42.3854074,-71.0170773625
37,42.3853082839045,-71.0164290290687
38,42.3853298,-71.0166557583771
39,42.3852694,-71.0165289792066
40,42.38524775,-71.01643325
41,42.3850251,-71.0146875
42,42.3850872,-71.0161418110043
43,42.40058265,-71.03691440625
44,,
45,42.38439095,-71.0159565301241
46,42.38436025,-71.0160615832487
47,42.3843311428571,-71.0159228571429
48,42.38430205,-71.01625635
49,42.3842847142857,-71.0160442857143
50,42.3842615,-71.016105
51,42.3842382857143,-71.0161657142857
52,42.38418075,-71.0166707379553
53,42.38423015,-71.0167572574791
54,42.38428075,-71.0170036573293
55,42.38431885,-71.017105280422
56,42.38431205,-71.0172202117376
57,42.38442975,-71.017530452637
58,42.3844498,-71.0176809149907
59,42.3844187,-71.0178305
60,42.38452505,-71.0180911205745
61,42.38457405,-71.0184392
62,42.3843766,-71.0179916
63,42.38438875,-71.01804325
64,42.38462825,-71.0187189207199
65,42.3846492,-71.0188177983586
66,42.38468375,-71.0188996926541
67,42.3847069,-71.0190013925742
68,42.38474815,-71.01917365
69,42.38480745,-71.019363292539
70,42.38484455,-71.0194895847027
71,42.38453455,-71.01866305
72,42.3852048,-71.019464455541
73,42.3851988281006,-71.0190963301205
74,42.386541,-71.0573227
75,42.3851434,-71.0192147220386
76,42.3851217,-71.0191173279462
77,42.3851018,-71.01902805
78,42.3851316562011,-71.018790660241
79,42.3850615,-71.0188469820956
80,42.3850405,-71.018752832126
81,42.3850195,-71.0186589809846
82,42.3850009,-71.01857535
83,42.38499855,-71.0184774
84,42.38498485,-71.0183828911366
85,42.3849645,-71.0182914910845
86,42.3849441,-71.01820015
87,42.3849231,-71.0181059205422
88,42.3849637264525,-71.0180264855422
89,42.38487695,-71.0179316703395
90,42.3849301405028,-71.0178736506025
91,42.384823,-71.0177773589164
92,42.3848031,-71.0176877910691
93,42.3848461756285,-71.0174915632531
94,42.3848293826536,-71.0174151457832
95,42.3847086,-71.0172169370458
96,42.38468875,-71.0171279282114
97,42.3846669,-71.01702997177
98,42.384646,-71.01693615
99,42.3846253,-71.0168432218073
100,42.38460585,-71.0167559282114
101,42.38458815,-71.01667345
102,42.3846709890166,-71.0168096251249
103,42.3846509897488,-71.0167339834499
104,42.384630990481,-71.0166583417749
105,42.38449885,-71.01628995
106,42.38381875,-71.0172945
107,42.3838568,-71.0174208290723
108,42.38382665,-71.0175126412034
109,42.38375055,-71.017724069898
110,42.38369635,-71.0178420639145
111,42.3836241785714,-71.0178310714286
112,42.38361125,-71.0180847139411
113,42.3835025714286,-71.0181664285714
114,42.38356665,-71.01831815
115,42.38358775,-71.0184806170113
116,42.3834443,-71.0184988439982
117,42.38340345,-71.0185868634381
118,42.3833566428571,-71.0185688571429
119,42.383308,-71.018703
120,42.3834975,-71.01880385
121,42.3835859230769,-71.0189582307692
122,42.3836434615385,-71.0189976153846
123,42.383701,-71.019037
124,42.3839271,-71.0190464438427
125,42.3840141146221,-71.0193081839176
126,42.3840286031599,-71.0193894655259
127,42.38406685,-71.0195302431567
128,42.3841300229244,-71.0199584367835
129,42.38418615,-71.0199670216741
130,42.38419895,-71.020044530272
131,,
132,,
133,42.38461615,-71.019982071139
134,42.3845685,-71.0198179650831
135,42.38455395,-71.0196360635151
136,42.38454355,-71.0195413
137,42.3842404285714,-71.0181471428571
138,42.38447945,-71.0193512783402
139,42.38445935,-71.0192774852174
140,42.3843528,-71.0189367072519
141,42.3841362857143,-71.0177044285714
142,42.3840916530612,-71.0175146938775
143,42.3840767755102,-71.0174514489796
144,42.38421765,-71.0184057920945
145,42.38422985,-71.0183000143834
146,42.384204,-71.0182076645048
147,42.3841991,-71.0181062010492
148,42.3840023877551,-71.0171352244898
149,42.3839726326531,-71.0170087346939
150,42.38411225,-71.0175541
151,42.3819451,-71.0179406
152,42.3836002857143,-71.0192167142857
153,42.3835201428571,-71.0191618571428
154,42.3834934285714,-71.0191435714286
155,42.38344,-71.019107
156,,
157,42.3830928,-71.0192702
158,42.38309715,-71.019391050923
159,42.3830778,-71.01947745
160,42.3830339,-71.01956135
161,42.3829122,-71.0197378
162,42.38291535,-71.019905556045
163,42.3828465,-71.020056986749
164,42.3827832,-71.0200718
165,42.3827574,-71.0201386
166,42.3827058,-71.0202722
167,42.3826026,-71.0205394
168,42.382551,-71.020673
169,42.3836655,-71.0220175
170,42.3826781666667,-71.0210675833333
171,42.3831133636364,-71.0208641818182
172,42.3831533863636,-71.0207480681818
173,42.3831667272727,-71.0207093636364
174,42.38314035,-71.0204083518487
175,42.3832200909091,-71.0205545454545
176,42.38327455,-71.020130841244
177,42.3832467727273,-71.0204771363636
178,42.38337335,-71.0198961
179,42.3833001363636,-71.0203223181818
180,42.3833134772727,-71.0202836136364
181,42.38349255,-71.0195588301389
182,42.3833535,-71.0201675
183,42.3833535,-71.0201675
184,,
185,42.3822299,-71.0215423
186,42.3822636,-71.0216356
187,42.3821917,-71.0216469
188,42.3821535,-71.0217515
189,,
190,42.3820771,-71.0219607
191,42.3820389,-71.0220653
192,42.3820007,-71.0221699
193,42.3819625,-71.0222745
194,42.3819966,-71.0222801802655
195,42.3818861,-71.0224837
196,42.3821073225066,-71.0221790538079
197,42.38277545,-71.0213625696904
198,42.3828368,-71.02123085
199,42.382629,-71.0211193563271
