,0,1
0,42.3824777647059,-71.0191212941176
1,42.3824411176471,-71.0192203529412
2,42.38241745,-71.0195462812758
3,42.3823311764706,-71.0195175294118
4,42.38230185,-71.0198542112673
5,42.3822212352941,-71.0198147058824
6,42.3821845882353,-71.0199137647059
7,42.3821479411765,-71.0200128235294
8,42.3821112941176,-71.0201118823529
9,42.382038,-71.02031
10,,
11,42.38237145,-71.02047145
12,42.3824088,-71.0203969
13,42.38244275,-71.0203101940194
14,42.3825567647059,-71.0201770588235
15,42.3824885,-71.0201248564287
16,42.38253295,-71.0200629958893
17,42.38256025,-71.0199666695262
18,42.3825796,-71.0198790434816
19,42.3826595,-71.0197325693225
20,42.38270835,-71.01966745
21,42.3828982352941,-71.0192929411765
22,42.38199985,-71.0206260814804
23,42.3819589,-71.0207160615082
24,42.381942,-71.02079585
25,42.3817304891291,-71.0211653648383
26,42.3817107018619,-71.0212217026723
27,42.3818544,-71.0210218300847
28,42.38182385,-71.0211159379813
29,42.3808812115385,-71.0226783269231
30,42.38164855,-71.0216183611832
31,42.381674,-71.0226296
32,42.38193615,-71.0217122068187
33,42.38196765,-71.0216154
34,42.3820342258064,-71.0215775806452
35,42.382049,-71.0213840695266
36,42.3820711935484,-71.0214763548387
37,42.3820812,-71.0211807868606
38,42.3821311,-71.02113135
39,42.3821266451613,-71.021324516129
40,42.3821451290323,-71.0212739032258
41,,
42,42.3822190645161,-71.0210714516129
43,42.3813046666667,-71.0200966458333
44,42.38173965,-71.0201710896815
45,42.3817635,-71.0200599282392
46,42.3817966,-71.0199865377927
47,42.3817975,-71.01989065
48,42.38185115,-71.0197941350592
49,42.3818961,-71.0196948939475
50,42.3819327,-71.0196012
51,42.3819614,-71.0195010101227
52,42.3819952,-71.0194085798382
53,42.38204955,-71.0192613939071
54,42.3824960882353,-71.0190717647059
55,42.38218235,-71.0189873177205
56,42.3822024,-71.0188722907601
57,42.38222315,-71.0187388199708
58,42.38227735,-71.01863815
59,42.38230855,-71.0185508227804
60,42.3827831451613,-71.0182982096774
61,42.38238395,-71.0183851691134
62,42.3821637,-71.0182922098082
63,,
64,42.3820419285714,-71.0181490714286
65,42.3819677,-71.0185229579799
66,42.38188845,-71.018593210983
67,42.381823,-71.018521
68,42.381823,-71.018521
69,42.3818156,-71.0187422605106
70,42.3816834545455,-71.0189026363636
71,42.3816892,-71.0190631607649
72,42.3815612727273,-71.0192371818182
73,42.38163515,-71.01933714534
74,42.38156995,-71.0194707
75,42.3815235,-71.019623143631
76,42.38147085,-71.0197701363164
